PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2044407113,ELECTRICAL WIRING HARNESS,71844,1PV541,2.25,1.06,0.06048
A2044407135,ELECTRICAL WIRING HARNESS,78444,1PV541,2.25,0.516,0.06534
A2044407139,ELECTRICAL WIRING HARNESS,76956,1PV541,2.25,0.987,0.072
A2044407140,ELECTRICAL WIRING HARNESS,41508,1PV541,2.25,0.295,0.0288
A2044407152,ELECTRICAL WIRING HARNESS,7608,1PV541,2.25,0.087,0.00816
A2044407207,WIRING HARNESS,25212,1PV541,2.25,0.17,0.02646
A2044407209,ELECTRICAL WIRING HARNESS,23286,1PV541,2.25,0,0
A2044407213,ELECTRICAL WIRING HARNESS,80028,1PV541,2.25,0.757,0.06552
A2044407240,ELECTRICAL WIRING HARNESS,25596,1PV541,2.25,0.24,0.03906
A2044407250,ELECTRICAL WIRING HARNESS,19374,1PV541,2.25,0,0
A2044407310,ELECTRICAL WIRING HARNESS,29448,1PV541,2.25,0.19,0.027
A2044407313,ELECTRICAL WIRING HARNESS,72564,1PV541,2.25,0.369,0.02304
A2044407340,ELECTRICAL WIRING HARNESS,45486,1PV541,2.25,0.21,0.02
A2044407341,ELECTRICAL WIRING HARNESS,13200,1PV541,2.25,0.022,0.006075
A204440734105,ELECTRICAL WIRING HARNESS,13200,1PV541,2.25,0.022,0.0016698
A2044407351,ELECTRICAL WIRING HARNESS,143706,1PV541,2.25,1.863,0.1368
A2044407406,WIRING HARNESS,12198,1PV541,2.25,0.006,0.0002
A2044407410,ELECTRICAL WIRING HARNESS,22290,1PV541,2.25,0,0
A2044407413,ELECTRICAL WIRING HARNESS,57720,1PV541,2.25,0.302,0.0264
A2044407441,ELECTRICAL WIRING HARNESS,7800,1PV541,2.25,0.119,0.007
A2044407451,ELECTRICAL WIRING HARNESS,132234,1PV541,2.25,0.85,0.08448
A2044407506,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2044407510,ELECTRICAL WIRING HARNESS,20016,1PV541,2.25,0,0
A2044407540,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2044407553,ELECTRICAL WIRING HARNESS,101790,1PV541,2.25,0.519,0.02916
A2044407609,ELECTRICAL WIRING HARNESS,35670,1PV541,2.25,0.638,0.036
A2044407610,ELECTRICAL WIRING HARNESS,33036,1PV541,2.25,0.378,0.03591
A2044407635,ELECTRICAL WIRING HARNESS,53082,1PV541,2.25,0,0
A2044407637,ELECTRICAL WIRING HARNESS,3096,1PV541,2.25,0.021,0.0028
A2044407639,ELECTRICAL WIRING HARNESS,81270,1PV541,2.25,1.16,0.072
A2044407640,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2044407641,ELECTRICAL WIRING HARNESS,44748,1PV541,2.25,0.304,0.02052
A2044407650,ELECTRICAL WIRING HARNESS,34518,1PV541,2.25,0.4,0.04784
A2044407653,ELECTRICAL WIRING HARNESS,124572,1PV541,2.25,0.669,0.12432
A2044407705,WIRING HARNESS,117828,1PV541,2.25,0.656,0.0512
A2044407710,ELECTRICAL WIRING HARNESS,33036,1PV541,2.25,0.39,0.0693
A2044407733,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.186,0.0126
A2044407735,ELECTRICAL WIRING HARNESS,38358,1PV541,2.25,0.063,0.01575
A2044407737,ELECTRICAL WIRING HARNESS,28224,1PV541,2.25,0.458,0.02875
A2044407739,ELECTRICAL WIRING HARNESS,88032,1PV541,2.25,1.195,0.07605
A2044407740,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2044407750,ELECTRICAL WIRING HARNESS,11322,1PV541,2.25,0.033,0.00414
A2044407751,ELECTRICAL WIRING HARNESS,562686,1PV541,2.25,3.086,0.14976
A2044407752,ELECTRICAL WIRING HARNESS,16710,1PV541,2.25,0.107,0.012
A2044407805,WIRING HARNESS,112122,1PV541,2.25,0.628,0.06144
A2044407807,WIRING HARNESS,14514,1PV541,2.25,0.076,0.015
A2044407835,ELECTRICAL WIRING HARNESS,90084,1PV541,2.25,0.45,0.03864
A2044407837,ELECTRICAL WIRING HARNESS,28224,1PV541,2.25,0.455,0.0351
A2044407905,WIRING HARNESS,101328,1PV541,2.25,0.693,0.0512
A2044407906,ELECTRICAL WIRING HARNESS,30540,1PV541,2.25,0.346,0.0375
A2044407907,ELECTRICAL WIRING HARNESS,16410,1PV541,2.25,0.019,0.00306
A2044407910,ELECTRIC LINE,15828,1PV541,2.25,0.05,0.00675
A2044407937,ELECTRICAL WIRING HARNESS,28224,1PV541,2.25,0,0
A2044407939,ELECTRICAL WIRING HARNESS,81270,1PV541,2.25,1.154,0.06144
A2044407940,ELECTRICAL WIRING HARNESS,27180,1PV541,2.25,0.058,0.01311
A2044407951,ELECTRICAL WIRING HARNESS,562686,1PV541,2.25,2.822,0.1295
A2044407952,ELECTRICAL WIRING HARNESS,51054,1PV541,2.25,0.118,0.012
A2044408005,WIRING HARNESS,84558,1PV541,2.25,0.668,0.05887
A2044408007,WIRING HARNESS,13626,1PV541,2.25,0.075,0.015
A2044408010,ELECTRIC LINE,26100,1PV541,2.25,0.073,0.00675
A2044408035,ELECTRICAL WIRING HARNESS,48708,1PV541,2.25,0,0
A2044408037,ELECTRICAL WIRING HARNESS,28224,1PV541,2.25,0,0
A2044408039,ELECTRICAL WIRING HARNESS,81270,1PV541,2.25,1.191,0.072
A2044408051,ELECTRICAL WIRING HARNESS,562686,1PV541,2.25,2.743,0.15456
A2044408107,ELECTRICAL WIRING HARNESS,37818,1PV541,2.25,0.017,0.00323
A2044408110,ELECTRICAL WIRING HARNESS,92724,1PV541,2.25,0.078,0.02646
A2044408137,ELECTRICAL WIRING HARNESS,28224,1PV541,2.25,0,0
A2044408150,ELECTRICAL WIRING HARNESS,35640,1PV541,2.25,0.277,0.0288
A2044408151,ELECTRICAL WIRING HARNESS,562686,1PV541,2.25,3.059,0.15456
A2044408152,ELECTRICAL WIRING HARNESS,96588,1PV541,2.25,4.518,0.41496
A2044408210,ELECTRICAL WIRING HARNESS,52926,1PV541,2.25,0.12,0.03864
A2044408235,ELECTRICAL WIRING HARNESS,37134,1PV541,2.25,0.412,0.02875
A2044408237,ELECTRICAL WIRING HARNESS,20868,1PV541,2.25,0,0
A2044408239,ELECTRICAL WIRING HARNESS,199476,1PV541,2.25,0.353,0.02875
A2044408251,ELECTRICAL WIRING HARNESS,562686,1PV541,2.25,2.823,0.15824
A2044408252,ELECTRICAL WIRING HARNESS,93270,1PV541,2.25,4.405,0.2652
A2044408309,ELECTRICAL WIRING HARNESS,17538,1PV541,2.25,0.05,0.011
A2044408310,ELECTRICAL WIRING HARNESS,62796,1PV541,2.25,0.12,0.0512
A2044408335,ELECTRICAL WIRING HARNESS,538614,1PV541,2.25,2.762,0.16335
A2044408339,ELECTRICAL WIRING HARNESS,7116,1PV541,2.25,0.032,0.00228
A2044408350,ELECTRICAL WIRING HARNESS,204378,1PV541,2.25,4.008,0.15824
A2044408407,WIRING HARNESS,44766,1PV541,2.25,0.897,0.06912
A2044408410,ELECTRICAL WIRING HARNESS,72396,1PV541,2.25,0.15,0.0512
A2044408413,ELECTRICAL WIRING HARNESS,51054,1PV541,2.25,0.63,0.04176
A2044408510,ELECTRICAL WIRING HARNESS,35388,1PV541,2.25,0.069,0.01425
A2044408551,ELECTRICAL WIRING HARNESS,6438,1PV541,2.25,0.12,0.004845
A2044408605,ELECTRICAL WIRING HARNESS,10740,1PV541,2.25,0.032,0.00318
A2044408607,WIRING HARNESS,71742,1PV541,2.25,0.957,0.06912
A2044408608,WIRING HARNESS,4422,1PV541,2.25,0.015,0.0072
A2044408609,ELECTRICAL WIRING HARNESS,72720,1PV541,2.25,0.547,0.05
A2044408610,ELECTRICAL WIRING HARNESS,27516,1PV541,2.25,0.118,0.02875
A2044408637,ELECTRICAL WIRING HARNESS,18018,1PV541,2.25,0.05,0.00432
A2044408638,ELECTRICAL WIRING HARNESS,83760,1PV541,2.25,1.945,0.045
A2044408639,ELECTRICAL WIRING HARNESS,102114,1PV541,2.25,0.321,0.02875
A2044408640,ELECTRICAL WIRING HARNESS,128430,1PV541,2.25,0.279,0.0192
A204440864064,ELECTRICAL WIRING HARNESS,128430,1PV541,2.25,0.279,0.0192
A2044408709,ELECTRICAL WIRING HARNESS,72720,1PV541,2.25,0.228,0.03564
A2044408710,ELECTRICAL WIRING HARNESS,33660,1PV541,2.25,0,0
A2044408737,ELECTRICAL WIRING HARNESS,44766,1PV541,2.25,0.169,0.02016
A2044408753,ELECTRICAL WIRING HARNESS,99018,1PV541,2.25,1.157,0.1496
A2044408806,WIRING HARNESS,125352,1PV541,2.25,0.608,0.07192
A2044408807,WIRING HARNESS,14616,1PV541,2.25,0.162,0.01107
A2044408810,ELECTRICAL WIRING HARNESS,62796,1PV541,2.25,0,0
A2044408833,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.2,0.01824
A2044408837,ELECTRICAL WIRING HARNESS,18018,1PV541,2.25,0.141,0.02646
A2044408838,ELECTRICAL WIRING HARNESS,83760,1PV541,2.25,1.939,0.0435
A2044408850,ELECTRICAL WIRING HARNESS,562260,1PV541,2.25,2.974,0.20787
A2044408852,ELECTRICAL WIRING HARNESS,51174,1PV541,2.25,0.585,0.03456
A2044408909,ELECTRICAL WIRING HARNESS,36420,1PV541,2.25,0.112,0.03864
A2044408910,ELECTRICAL WIRING HARNESS,62796,1PV541,2.25,0,0
A2044408933,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.164,0.01206
A2044408934,ELECTRICAL WIRING HARNESS,209712,1PV541,2.25,0.703,0.03612
A2044408952,ELECTRICAL WIRING HARNESS,34422,1PV541,2.25,0.631,0.0351
A2044409005,WIRING HARNESS,115044,1PV541,2.25,1.303,0.15561
A2044409010,ELECTRICAL WIRING HARNESS,31602,1PV541,2.25,0,0
A2044409033,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.266,0.039
A2044409037,ELECTRICAL WIRING HARNESS,18018,1PV541,2.25,0.082,0.0064
A2044409041,ELECTRICAL WIRING HARNESS,56898,1PV541,2.25,0.597,0.04704
A2044409052,ELECTRICAL WIRING HARNESS,42300,1PV541,2.25,0.629,0.0351
A2044409053,ELECTRICAL WIRING HARNESS,30294,1PV541,2.25,0.351,0.02116
A2044409109,ELECTRICAL WIRING HARNESS,67566,1PV541,2.25,0.45,0.05208
A2044409110,ELECTRICAL WIRING HARNESS,68184,1PV541,2.25,0.132,0.0338
A2044409133,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.219,0.02625
A2044409137,ELECTRICAL WIRING HARNESS,18342,1PV541,2.25,0.131,0.012
A2044409141,ELECTRICAL WIRING HARNESS,84954,1PV541,2.25,0.57,0.0414
A2044409151,ELECTRICAL WIRING HARNESS,21234,1PV541,2.25,0.145,0.0165
A2044409153,ELECTRICAL WIRING HARNESS,27798,1PV541,2.25,0.378,0.0375
A2044409209,ELECTRICAL WIRING HARNESS,67566,1PV541,2.25,0,0
A2044409210,ELECTRICAL WIRING HARNESS,80676,1PV541,2.25,0.13,0.03864
A2044409237,ELECTRICAL WIRING HARNESS,20868,1PV541,2.25,0.043,0.01188
A2044409241,ELECTRICAL WIRING HARNESS,33738,1PV541,2.25,0,0
A2044409309,ELECTRICAL WIRING HARNESS,90414,1PV541,2.25,0.5,0.06944
A2044409310,ELECTRICAL WIRING HARNESS,31728,1PV541,2.25,0,0
A2044409337,ELECTRICAL WIRING HARNESS,18342,1PV541,2.25,0.15,0.02646
A2044409341,ELECTRICAL WIRING HARNESS,45072,1PV541,2.25,0.412,0.029
A2044409351,ELECTRICAL WIRING HARNESS,42972,1PV541,2.25,0.536,0.0276
A2044409352,ELECTRICAL WIRING HARNESS,51174,1PV541,2.25,0.582,0.03312
A2044409410,ELECTRICAL WIRING HARNESS,62796,1PV541,2.25,0,0
A2044409432,ELECTRICAL WIRING HARNESS,36102,1PV541,2.25,0.076,0.004335
A2044409437,ELECTRICAL WIRING HARNESS,18342,1PV541,2.25,0,0
A2044409451,ELECTRICAL WIRING HARNESS,64536,1PV541,2.25,0.538,0.0768
A2044409452,ELECTRICAL WIRING HARNESS,51174,1PV541,2.25,0.544,0.02875
A2044409509,ELECTRICAL WIRING HARNESS,38538,1PV541,2.25,0.2,0.028
A2044409510,ELECTRICAL WIRING HARNESS,62796,1PV541,2.25,0.153,0.03864
A2044409532,ELECTRICAL WIRING HARNESS,36102,1PV541,2.25,0.082,0.00578
A204440953264,ELECTRICAL WIRING HARNESS,32064,1PV541,2.25,0.082,0.00578
A2044409537,ELECTRICAL WIRING HARNESS,20868,1PV541,2.25,0.522,0.02
A2044409551,ELECTRICAL WIRING HARNESS,66000,1PV541,2.25,0.53,0.0392
A2044409552,ELECTRICAL WIRING HARNESS,83706,1PV541,2.25,0.587,0.06525
A2044409609,ELECTRICAL WIRING HARNESS,36420,1PV541,2.25,0.096,0.03864
A2044409632,ELECTRICAL WIRING HARNESS,36102,1PV541,2.25,0.077,0.004335
A2044409634,ELECTRICAL WIRING HARNESS,14574,1PV541,2.25,0.071,0.00507
A204440963464,ELECTRICAL WIRING HARNESS,14574,1PV541,2.25,0.071,0.00507
A2044409637,ELECTRICAL WIRING HARNESS,20868,1PV541,2.25,0,0
A2044409639,ELECTRICAL WIRING HARNESS,63270,1PV541,2.25,0.821,0.05712
A2044409651,ELECTRICAL WIRING HARNESS,44100,1PV541,2.25,0.532,0.05148
A2044409706,ELECTRICAL WIRING HARNESS,160338,1PV541,2.25,0.87,0.1295
A2044409709,ELECTRICAL WIRING HARNESS,36420,1PV541,2.25,0.077,0.03864
A2044409732,ELECTRICAL WIRING HARNESS,36102,1PV541,2.25,0.063,0.004335
A2044409734,ELECTRICAL WIRING HARNESS,35106,1PV541,2.25,0.243,0.025
A204440973464,ELECTRICAL WIRING HARNESS,35106,1PV541,2.25,0.243,0.025
A2044409739,ELECTRICAL WIRING HARNESS,63270,1PV541,2.25,0.685,0.03125
A2044409751,ELECTRICAL WIRING HARNESS,52518,1PV541,2.25,0.228,0.02
A2044409809,ELECTRICAL WIRING HARNESS,40806,1PV541,2.25,0.18,0.03864
A2044409832,ELECTRICAL WIRING HARNESS,36102,1PV541,2.25,0.064,0.004335
A2044409833,ELECTRICAL WIRING HARNESS,29490,1PV541,2.25,0.412,0.02304
A2044409834,ELECTRICAL WIRING HARNESS,53616,1PV541,2.25,0.33,0.025
A204440983464,ELECTRICAL WIRING HARNESS,53616,1PV541,2.25,0.33,0.025
A2044409839,ELECTRICAL WIRING HARNESS,63270,1PV541,2.25,0.79,0.04968
A2044409850,ELECTRICAL WIRING HARNESS,50106,1PV541,2.25,1.149,0.04725
A2044409906,ELECTRICAL WIRING HARNESS,83268,1PV541,2.25,0.809,0.07259
A2044409909,ELECTRICAL WIRING HARNESS,67566,1PV541,2.25,0.32,0.03808
A2044409932,ELECTRICAL WIRING HARNESS,27858,1PV541,2.25,0.064,0.004335
A2044409933,ELECTRICAL WIRING HARNESS,77664,1PV541,2.25,0.51,0.03
A2044409934,ELECTRICAL WIRING HARNESS,28320,1PV541,2.25,0.164,0.025
A2044409939,ELECTRICAL WIRING HARNESS,63270,1PV541,2.25,0.787,0.04263
A2045400010,WIRING HARNESS,10578,1PV541,2.25,0.074,0.0093
A2045400013,WIRING HARNESS,10002,1PV541,2.25,0.03,0.00112
A2045400024,EQUIPMENT COMPARTMENT,54252,1PV541,2.25,0.591,0.1288
A2045400030,STARTER WIRING HARNESS,100926,1PV541,2.25,1.06,0.07744
A2045400124,EQUIPMENT COMPARTMENT,54360,1PV541,2.25,0.58,0.1596
A2045400130,WIRING HARNESS,115476,1PV541,2.25,1.105,0.056
A2045400132,WIRING HARNESS,13452,1PV541,2.25,0.133,0.0108
A2045400133,ELECTRIC LINE,13620,1PV541,2.25,0.213,0.00836
A2045400134,ELECTRICAL WIRING HARNESS,81162,1PV541,2.25,0.458,0.03174
A2045400208,WIRING HARNESS,186564,1PV541,2.25,4.13,0.36
A2045400230,STARTER WIRING HARNESS,89040,1PV541,2.25,0.973,0.07888
A2045400232,WIRING HARNESS,10020,1PV541,2.25,0.115,0.0148
A2045400233,ELECTRIC LINE,17058,1PV541,2.25,0.243,0.01518
A2045400234,ELECTRICAL WIRING HARNESS,56208,1PV541,2.25,0.28,0.0288
A2045400235,ELECTRICAL WIRING HARNESS,28080,1PV541,2.25,0.439,0.0483
A2045400300,ELECTRICAL WIRING HARNESS,37776,1PV541,2.25,0.589,0.04698
A2045400310,WIRING HARNESS,7530,1PV541,2.25,0.044,0.0064
A2045400330,STARTER WIRING HARNESS,165258,1PV541,2.25,1.638,0.0512
A2045400334,ELECTRICAL WIRING HARNESS,53604,1PV541,2.25,0.278,0.0242
A2045400335,ELECTRIC LINE,46236,1PV541,2.25,0.675,0.02304
A2045400400,ELECTRICAL WIRING HARNESS,37794,1PV541,2.25,0.615,0.04374
A2045400433,ELECTRIC LINE,47820,1PV541,2.25,0.028,0.0022
A2045400435,ELECTRIC LINE,52590,1PV541,2.25,0.71,0.0253
A2045400500,ELECTRICAL WIRING HARNESS,34656,1PV541,2.25,0.147,0.00918
A2045400532,WIRING HARNESS,22020,1PV541,2.25,0,0
A2045400533,ELECTRICAL WIRING HARNESS,64680,1PV541,2.25,0.216,0.02736
A2045400534,WIRING HARNESS,16752,1PV541,2.25,0.066,0.0242
A2045400600,ELECTRICAL WIRING HARNESS,59592,1PV541,2.25,0.564,0.13728
A2045400608,WIRING HARNESS,41892,1PV541,2.25,0.173,0.0138
A2045400610,WIRING HARNESS,21264,1PV541,2.25,0.128,0.0143
A2045400700,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2045400708,WIRING HARNESS,31152,1PV541,2.25,0.13,0.01536
A2045400710,WIRING HARNESS,22518,1PV541,2.25,0.17,0.01218
A2045400732,WIRING HARNESS,19092,1PV541,2.25,0,0
A2045400800,ELECTRICAL WIRING HARNESS,62682,1PV541,2.25,0.52,0.0392
A2045400830,STARTER WIRING HARNESS,174228,1PV541,2.25,1.956,0.129285
A2045400832,ELECTRICAL WIRING HARNESS,114792,1PV541,2.25,0.832,0.03456
A2045400900,ELECTRICAL WIRING HARNESS,42804,1PV541,2.25,0.143,0.01321875
A2045400932,ELECTRICAL WIRING HARNESS,74976,1PV541,2.25,0.05,0.00722
A2045401000,ELECTRICAL WIRING HARNESS,72564,1PV541,2.25,0.365,0.01728
A2045401133,ELECTRIC LINE,46008,1PV541,2.25,0.7,0.02646
A2045401134,WIRING HARNESS,25422,1PV541,2.25,0.089,0.008
A2045401135,WIRING HARNESS,36384,1PV541,2.25,0.104,0.01196
A2045401207,WIRING HARNESS,17886,1PV541,2.25,0.07,0.03125
A2045401307,WIRING HARNESS,4206,1PV541,2.25,0.014,0.012
A2045401332,WIRING HARNESS,46806,1PV541,2.25,0.477,0.1024
A2045401335,WIRING HARNESS,55176,1PV541,2.25,0.072,0.015
A2045401413,ELECTRICAL WIRING HARNESS,78570,1PV541,2.25,0.44,0.02875
A2045401430,STARTER WIRING HARNESS,102828,1PV541,2.25,1.002,0.0735
A2045401433,ELECTRIC LINE,5550,1PV541,2.25,0.441,0.02185
A2045401434,WIRING HARNESS,165390,1PV541,2.25,1.59,0.02254
A2045401435,WIRING HARNESS,67674,1PV541,2.25,0.106,0.0512
A2045401481,PLUG,2424,1PV541,2.25,0.006,0.00016
A2045401513,ELECTRICAL WIRING HARNESS,62046,1PV541,2.25,0.279,0.0152
A2045401533,ELECTRIC LINE,5484,1PV541,2.25,0.045,0.0057
A2045401534,WIRING HARNESS,153348,1PV541,2.25,1.871,0.098
A2045401535,ELECTRIC LINE,45420,1PV541,2.25,0.073,0.015
A2045401606,WIRING HARNESS,9642,1PV541,2.25,0.103,0.0075
A2045401706,WIRING HARNESS,23694,1PV541,2.25,0.214,0.036
A2045401713,ELECTRICAL WIRING HARNESS,82680,1PV541,2.25,0.69,0.03808
A2045401734,WIRING HARNESS,149208,1PV541,2.25,1.912,0.0021
A2045401806,WIRING HARNESS,53970,1PV541,2.25,0.373,0.0273
A2045401813,ELECTRICAL WIRING HARNESS,62046,1PV541,2.25,0.294,0.02592
A2045401906,WIRING HARNESS,54918,1PV541,2.25,0.342,0.02184
A2045401932,WIRING HARNESS,102480,1PV541,2.25,1.123,0.15824
A2045402033,ELECTRICAL WIRING HARNESS,37566,1PV541,2.25,0.343,0.0312
A2045402107,ELECTRICAL WIRING HARNESS,4596,1PV541,2.25,0.025,0.00315
A2045402113,WIRING HARNESS,30144,1PV541,2.25,0.144,0.012
A204540211364,WIRING HARNESS,30144,1PV541,2.25,0.144,0.012
A2045402207,ELECTRICAL WIRING HARNESS,18978,1PV541,2.25,0.23,0.01716
A2045402308,WIRING HARNESS,116466,1PV541,2.25,0.763,0.05208
A2045402432,WIRING HARNESS,140706,1PV541,2.25,1.342,0.06552
A2045402433,ELECTRIC LINE,20058,1PV541,2.25,0.533,0.02704
A2045402508,WIRING HARNESS,107220,1PV541,2.25,0.77,0.03864
A2045402510,WIRING HARNESS,22290,1PV541,2.25,0.052,0.0102
A2045402606,WIRING HARNESS,12120,1PV541,2.25,0.214,0.01311
A2045402607,WIRING HARNESS,26148,1PV541,2.25,0.265,0.02088
A2045402609,WIRING HARNESS,12834,1PV541,2.25,0.225,0.01311
A2045402632,WIRING HARNESS,122622,1PV541,2.25,1.17,0.05376
A2045402710,WIRING HARNESS,21978,1PV541,2.25,0.04,0.0102
A2045402833,ELECTRIC LINE,51054,1PV541,2.25,0.485,0.04608
A2045403105,WIRING HARNESS,238764,1PV541,2.25,1.494,0.05819
A2045403107,WIRING HARNESS,4338,1PV541,2.25,0.043,0.00286
A2045403205,ELECTRICAL WIRING HARNESS,238764,1PV541,2.25,1.553,0.09984
A2045403207,WIRING HARNESS,4518,1PV541,2.25,0.043,0.00648
A2045403305,WIRING HARNESS,238764,1PV541,2.25,1.534,0.08096
A2045403313,ELECTRICAL WIRING HARNESS,56622,1PV541,2.25,0.383,0.02916
A2045403405,WIRING HARNESS,238764,1PV541,2.25,1.612,0.07866
A2045403406,WIRING HARNESS,23256,1PV541,2.25,0.171,0.01
A2045403413,WIRING HARNESS,21474,1PV541,2.25,0.213,0.0132
A2045403433,ELECTRIC LINE,16434,1PV541,2.25,0.382,0.025
A2045403506,WIRING HARNESS,24234,1PV541,2.25,0.28,0.0115
A2045403507,WIRING HARNESS,5640,1PV541,2.25,0.368,0.0493
A204540350764,WIRING HARNESS,5640,1PV541,2.25,0.368,0.0493
A2045403509,WIRING HARNESS,9270,1PV541,2.25,0.09,0.00064
A2045403510,WIRING HARNESS,204378,1PV541,2.25,4.543,0.336
A2045403533,ELECTRIC LINE,28236,1PV541,2.25,0.121,0.012
A2045403605,WIRING HARNESS,238764,1PV541,2.25,0.405,0.02028
A2045403632,WIRING HARNESS,89910,1PV541,2.25,0.533,0.03864
A204540363264,WIRING HARNESS,89910,1PV541,2.25,0.533,0.03864
A2045403633,ELECTRIC LINE,52374,1PV541,2.25,0.511,0.0299
A2045403706,WIRING HARNESS,98952,1PV541,2.25,0.942,0.18096
A2045403707,WIRING HARNESS,6996,1PV541,2.25,0.043,0.00363
A2045403710,WIRING HARNESS,9870,1PV541,2.25,0.039,0.00384
A2045403733,ELECTRIC LINE,51798,1PV541,2.25,0.516,0.01764
A2045403806,WIRING HARNESS,21996,1PV541,2.25,0.072,0.00392
A2045403807,WIRING HARNESS,7008,1PV541,2.25,0.037,0.00867
A2045403809,WIRING HARNESS,11808,1PV541,2.25,0.166,0.014
A2045403810,WIRING HARNESS,20520,1PV541,2.25,0.074,0.00969
A2045403832,WIRING HARNESS,16992,1PV541,2.25,0.105,0.01125
A2045403833,ELECTRIC LINE,19548,1PV541,2.25,0,0
A2045403906,WIRING HARNESS,17754,1PV541,2.25,0.118,0.01326
A2045403910,WIRING HARNESS,14790,1PV541,2.25,0.081,0.01875
A2045403932,WIRING HARNESS,198144,1PV541,2.25,0.399,0.06528
A2045404010,WIRING HARNESS,20238,1PV541,2.25,0.098,0.01242
A2045404033,ELECTRIC LINE,37494,1PV541,2.25,0.143,0.01248
A2045404035,WIRING HARNESS,163206,1PV541,2.25,0.923,0.0406
A2045404106,WIRING HARNESS,70350,1PV541,2.25,0.543,0.0336
A2045404135,WIRING HARNESS,161280,1PV541,2.25,0.918,0.0465
A2045404206,WIRING HARNESS,49896,1PV541,2.25,0.526,0.03
A2045404210,WIRING HARNESS,7554,1PV541,2.25,0.02,0.006
A204540421064,WIRING HARNESS,7554,1PV541,2.25,0.021,0.006
A2045404213,ELECTRICAL WIRING HARNESS,34116,1PV541,2.25,0,0
A2045404233,ELECTRIC LINE,114792,1PV541,2.25,0.892,0.054
A2045404306,WIRING HARNESS,43440,1PV541,2.25,0.295,0.024
A2045404333,ELECTRIC LINE,114792,1PV541,2.25,0.73,0.05376
A2045404335,WIRING HARNESS,47844,1PV541,2.25,0.196,0.0165
A2045404433,ELECTRIC LINE,35802,1PV541,2.25,0.096,0.0088
A2045404506,WIRING HARNESS,47280,1PV541,2.25,0.16,0.0184
A2045404533,ELECTRIC LINE,29250,1PV541,2.25,0.043,0.008
A2045404535,ELECTRICAL WIRING HARNESS,17766,1PV541,2.25,0.28,0.028
A2045404605,WIRING HARNESS,10398,1PV541,2.25,0.071,0.008
A204540460564,WIRING HARNESS,10398,1PV541,2.25,0.071,0.008
A2045404613,ELECTRICAL WIRING HARNESS,21930,1PV541,2.25,0.047,0.013
A2045404633,ELECTRIC LINE,63606,1PV541,2.25,0.138,0.01296
A2045404713,ELECTRICAL WIRING HARNESS,19026,1PV541,2.25,0.286,0.02875
A2045404733,ELECTRICAL WIRING HARNESS,50574,1PV541,2.25,0.204,0.02875
A2045404806,WIRING HARNESS,113364,1PV541,2.25,0.699,0.03325
A2045404810,WIRING HARNESS,10134,1PV541,2.25,0.075,0.0068
A2045404813,ELECTRICAL WIRING HARNESS,25044,1PV541,2.25,0.386,0.01296
A2045404833,WIRING HARNESS,28674,1PV541,2.25,0.131,0.0152
A2045404835,ELECTRIC LINE,44766,1PV541,2.25,0.238,0.0195
A2045404913,ELECTRICAL WIRING HARNESS,16200,1PV541,2.25,0.06,0.01026
A2045404933,ELECTRICAL WIRING HARNESS,56970,1PV541,2.25,0.455,0.03864
A2045405006,WIRING HARNESS,42756,1PV541,2.25,0.168,0.036
A2045405033,ELECTRICAL WIRING HARNESS,49068,1PV541,2.25,0.115,0.02704
A2045405106,WIRING HARNESS,97134,1PV541,2.25,0.856,0.045
A2045405113,ELECTRICAL WIRING HARNESS,77472,1PV541,2.25,1.051,0.08
A2045405133,ELECTRIC LINE,49422,1PV541,2.25,0.128,0.03864
A2045405134,WIRING HARNESS,2304,1PV541,2.25,0.002,0.00011
A2045405213,ELECTRICAL WIRING HARNESS,8550,1PV541,2.25,0.202,0.01428
A2045405233,ELECTRIC LINE,39042,1PV541,2.25,0.078,0.06552
A2045405333,ELECTRIC LINE,34818,1PV541,2.25,0.233,0.018
A2045405413,ELECTRICAL WIRING HARNESS,26250,1PV541,2.25,0.21,0.0247
A2045405433,ELECTRIC LINE,34818,1PV541,2.25,0.235,0.01296
A2045405506,WIRING HARNESS,15372,1PV541,2.25,0.032,0.00748
A2045405706,WIRING HARNESS,36240,1PV541,2.25,0.142,0.04048
A2045405713,ELECTRICAL WIRING HARNESS,29772,1PV541,2.25,0.39,0.04512
A2045405733,ELECTRIC LINE,16524,1PV541,2.25,0.171,0.0088
A2045405806,WIRING HARNESS,39192,1PV541,2.25,0.043,0.0338
A2045405808,WIRING HARNESS,91938,1PV541,2.25,2.308,0.1014
